cropped_images\smile.jpg,219.359743,0.000000,-1.309171,164.389722,0.000000,-0.781730,149.702355,0.000000,-0.875885
cropped_images\smile.jpg,219.359743,0.000000,-1.309171,164.389722,0.000000,-0.781730,149.702355,0.000000,-0.875885
cropped_images\smile7.jpg,137.610278,0.000000,0.079230,85.087794,0.000000,1.580914,68.089936,0.000000,1.510327
cropped_images\nice.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\nice.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\no.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\jpg.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\geh.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\bingka.jpg,227.152034,0.000000,-1.193963,185.389722,0.000000,0.022455,163.004283,0.000000,0.061667
cropped_images\bingka.jpg,227.152034,0.000000,-1.193963,185.389722,0.000000,0.022455,163.004283,0.000000,0.061667
cropped_images\jpg.jpg,187.079229,0.000000,-0.470662,144.747323,0.000000,0.239646,122.685225,0.000000,0.489501
cropped_images\guy.jpg,187.079229,0.000000,-0.470662,144.747323,0.000000,0.239646,122.685225,0.000000,0.489501
cropped_images\jpg.jpg,195.143469,0.000000,-0.872741,150.447537,0.000000,-0.207313,144.522484,0.000000,-0.499217
cropped_images\ey.jpg,195.143469,0.000000,-0.872741,150.447537,0.000000,-0.207313,144.522484,0.000000,-0.499217
cropped_images\jpg.jpg,209.464668,0.000000,-1.866347,173.942184,0.000000,-0.556698,167.291221,0.000000,-0.517796
cropped_images\ok.jpg,209.464668,0.000000,-1.866347,173.942184,0.000000,-0.556698,167.291221,0.000000,-0.517796
cropped_images\jpg.jpg,219.914347,0.000000,-1.670240,179.747323,0.000000,-0.535311,164.325482,0.000000,-0.462761
cropped_images\jpg.jpg,199.036403,0.000000,-1.180496,183.481799,0.000000,-0.556019,174.428266,0.000000,-0.687929
cropped_images\ok.jpg,199.036403,0.000000,-1.180496,183.481799,0.000000,-0.556019,174.428266,0.000000,-0.687929
cropped_images\jpg.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\sample.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\jpg.jpg,147.346895,0.000000,-1.304041,113.344754,0.000000,-0.118726,113.520343,0.000000,-0.066092
cropped_images\woman.jpg,147.346895,0.000000,-1.304041,113.344754,0.000000,-0.118726,113.520343,0.000000,-0.066092
cropped_images\jpg.jpg,160.143469,0.000000,-0.346716,150.627409,0.000000,0.073562,165.608137,0.000000,-0.147929
cropped_images\girl.jpg,160.143469,0.000000,-0.346716,150.627409,0.000000,0.073562,165.608137,0.000000,-0.147929
cropped_images\jpg.jpg,159.685225,0.000000,0.242952,130.241970,0.000000,0.958286,122.359743,0.000000,1.158104
cropped_images\chloe.jpg,159.685225,0.000000,0.242952,130.241970,0.000000,0.958286,122.359743,0.000000,1.158104
cropped_images\jpg.jpg,120.104925,0.000000,0.643832,68.614561,0.000000,0.001335,52.710921,0.000000,0.906348
cropped_images\jpg.jpg,199.419700,0.000000,-0.119450,126.357602,0.000000,0.874937,92.678801,0.000000,1.137692
cropped_images\jpg.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\jpg.jpg,115.683084,0.000000,0.373336,60.766595,0.000000,0.069473,49.092077,0.000000,0.805592
cropped_images\jpg.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\jpg.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
cropped_images\koki.jpg,179.937901,0.000000,-0.301843,135.830835,0.000000,0.198614,128.927195,0.000000,0.190206
